brandname,dateoftransaction,count
Century Theatres,2022-03-31,28
Chewy,2022-03-31,43
Fatburger,2022-03-31,27
Janie And Jack,2022-03-31,19
Century Theatres,2022-04-01,228
Champion,2022-04-01,43
Chewy,2022-04-01,84
Fatburger,2022-04-01,274
Janie And Jack,2022-04-01,225
Air New Zealand,2022-04-01,106
Air New Zealand,2022-04-02,92
Champion,2022-04-02,5
Chewy,2022-04-02,38
Fatburger,2022-04-02,32
Janie And Jack,2022-04-02,27
Century Theatres,2022-04-02,24
Air New Zealand,2022-04-03,80
Century Theatres,2022-04-03,14
Champion,2022-04-03,6
Chewy,2022-04-03,48
Fatburger,2022-04-03,35
Janie And Jack,2022-04-03,26
Air New Zealand,2022-04-04,59
Century Theatres,2022-04-04,11
Champion,2022-04-04,1
Chewy,2022-04-04,43
Fatburger,2022-04-04,11
Janie And Jack,2022-04-04,5
Century Theatres,2022-04-05,16
Chewy,2022-04-05,16
Fatburger,2022-04-05,9
Janie And Jack,2022-04-05,3
Century Theatres,2022-04-06,27
Air New Zealand,2022-04-06,120
Champion,2022-04-06,3
Chewy,2022-04-06,17
Fatburger,2022-04-06,43
Janie And Jack,2022-04-06,26
Air New Zealand,2022-04-07,150
Century Theatres,2022-04-07,38
Champion,2022-04-07,7
Chewy,2022-04-07,36
Fatburger,2022-04-07,44
Janie And Jack,2022-04-07,20
Air New Zealand,2022-04-08,81
Century Theatres,2022-04-08,48
Champion,2022-04-08,7
Chewy,2022-04-08,75
Fatburger,2022-04-08,74
Janie And Jack,2022-04-08,55
Air New Zealand,2022-04-09,70
Century Theatres,2022-04-09,15
Champion,2022-04-09,3
Chewy,2022-04-09,36
Fatburger,2022-04-09,25
Janie And Jack,2022-04-09,17
Air New Zealand,2022-04-10,191
Century Theatres,2022-04-10,18
Champion,2022-04-10,4
Chewy,2022-04-10,33
Fatburger,2022-04-10,43
Janie And Jack,2022-04-10,17
Air New Zealand,2022-04-11,67
Century Theatres,2022-04-11,18
Champion,2022-04-11,5
Chewy,2022-04-11,51
Fatburger,2022-04-11,32
Janie And Jack,2022-04-11,14
Air New Zealand,2022-04-12,103
Century Theatres,2022-04-12,13
Champion,2022-04-12,2
Chewy,2022-04-12,11
Fatburger,2022-04-12,18
Janie And Jack,2022-04-12,8
Air New Zealand,2022-04-13,98
Century Theatres,2022-04-13,9
Champion,2022-04-13,3
Chewy,2022-04-13,18
Fatburger,2022-04-13,26
Janie And Jack,2022-04-13,7
Air New Zealand,2022-04-14,184
Century Theatres,2022-04-14,37
Champion,2022-04-14,8
Chewy,2022-04-14,35
Fatburger,2022-04-14,67
Janie And Jack,2022-04-14,31
Air New Zealand,2022-04-15,81
Century Theatres,2022-04-15,35
Champion,2022-04-15,7
Chewy,2022-04-15,57
Fatburger,2022-04-15,42
Janie And Jack,2022-04-15,32
Air New Zealand,2022-04-16,120
Century Theatres,2022-04-16,21
Chewy,2022-04-16,39
Champion,2022-04-16,3
Fatburger,2022-04-16,24
Janie And Jack,2022-04-16,15
Air New Zealand,2022-04-17,115
Century Theatres,2022-04-17,29
Champion,2022-04-17,4
Chewy,2022-04-17,58
Fatburger,2022-04-17,39
Janie And Jack,2022-04-17,28
Air New Zealand,2022-04-18,116
Century Theatres,2022-04-18,13
Champion,2022-04-18,2
Chewy,2022-04-18,41
Fatburger,2022-04-18,20
Janie And Jack,2022-04-18,14
Air New Zealand,2022-04-19,3
Century Theatres,2022-04-19,10
Fatburger,2022-04-19,11
Chewy,2022-04-19,16
Janie And Jack,2022-04-19,5
Air New Zealand,2022-04-20,160
Century Theatres,2022-04-20,30
Champion,2022-04-20,5
Chewy,2022-04-20,15
Fatburger,2022-04-20,34
Janie And Jack,2022-04-20,23
Air New Zealand,2022-04-21,123
Century Theatres,2022-04-21,16
Champion,2022-04-21,3
Chewy,2022-04-21,43
Fatburger,2022-04-21,51
Janie And Jack,2022-04-21,22
Air New Zealand,2022-04-22,107
Century Theatres,2022-04-22,27
Champion,2022-04-22,6
Chewy,2022-04-22,62
Fatburger,2022-04-22,46
Janie And Jack,2022-04-22,25
Air New Zealand,2022-04-23,109
Century Theatres,2022-04-23,6
Champion,2022-04-23,2
Chewy,2022-04-23,37
Fatburger,2022-04-23,28
Janie And Jack,2022-04-23,7
Air New Zealand,2022-04-24,117
Century Theatres,2022-04-24,14
Champion,2022-04-24,5
Chewy,2022-04-24,43
Fatburger,2022-04-24,57
Janie And Jack,2022-04-24,12
Air New Zealand,2022-04-25,131
Century Theatres,2022-04-25,16
Champion,2022-04-25,5
Chewy,2022-04-25,37
Fatburger,2022-04-25,34
Janie And Jack,2022-04-25,6
Century Theatres,2022-04-26,6
Champion,2022-04-26,2
Chewy,2022-04-26,16
Fatburger,2022-04-26,7
Air New Zealand,2022-04-27,95
Century Theatres,2022-04-27,15
Champion,2022-04-27,3
Chewy,2022-04-27,14
Fatburger,2022-04-27,32
Janie And Jack,2022-04-27,8
